,kategori,penyakit,gejala,gejala_tokens,gejala_tokens_fdist,gejala_tokens_WSW,gejala_tokens_stemmed
366,kulit dan kelamin,Impetigo,bagian berwarna bibir biji bintik cokelat dan di gatal jagung kekuningan kerak lain lokasi membentuk memerah menyebar pada pinggir seukuran tubuh yang,"['bagian', 'berwarna', 'bibir', 'biji', 'bintik', 'cokelat', 'dan', 'di', 'gatal', 'jagung', 'kekuningan', 'kerak', 'lain', 'lokasi', 'membentuk', 'memerah', 'menyebar', 'pada', 'pinggir', 'seukuran', 'tubuh', 'yang']",<FreqDist with 22 samples and 22 outcomes>,"['berwarna', 'bibir', 'biji', 'bintik', 'cokelat', 'gatal', 'jagung', 'kekuningan', 'kerak', 'lokasi', 'membentuk', 'memerah', 'menyebar', 'pinggir', 'seukuran', 'tubuh']","['warna', 'bibir', 'biji', 'bintik', 'cokelat', 'gatal', 'jagung', 'kuning', 'kerak', 'lokasi', 'bentuk', 'merah', 'sebar', 'pinggir', 'ukur', 'tubuh']"
367,kulit dan kelamin,Impotensi,berkurang ereksi hasrat kesulitan mempertahankan mendapatkan seksual yang,"['berkurang', 'ereksi', 'hasrat', 'kesulitan', 'mempertahankan', 'mendapatkan', 'seksual', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['berkurang', 'ereksi', 'hasrat', 'kesulitan', 'mempertahankan', 'seksual']","['kurang', 'ereksi', 'hasrat', 'sulit', 'tahan', 'seksual']"
368,kulit dan kelamin,Jerawat,benjolan dan disentuh hitam kecil komedo merah nyeri putih saat,"['benjolan', 'dan', 'disentuh', 'hitam', 'kecil', 'komedo', 'merah', 'nyeri', 'putih', 'saat']",<FreqDist with 10 samples and 10 outcomes>,"['benjolan', 'disentuh', 'hitam', 'komedo', 'merah', 'nyeri', 'putih']","['benjol', 'sentuh', 'hitam', 'komedo', 'merah', 'nyeri', 'putih']"
369,kulit dan kelamin,Kandidiasis Vagina,air buang dengan gatal kecil keputihan menyerupai normal pada rasa saat sakit susu tidak vagina warna,"['air', 'buang', 'dengan', 'gatal', 'kecil', 'keputihan', 'menyerupai', 'normal', 'pada', 'rasa', 'saat', 'sakit', 'susu', 'tidak', 'vagina', 'warna']",<FreqDist with 16 samples and 16 outcomes>,"['air', 'buang', 'gatal', 'keputihan', 'menyerupai', 'normal', 'susu', 'vagina', 'warna']","['air', 'buang', 'gatal', 'putih', 'rupa', 'normal', 'susu', 'vagina', 'warna']"
370,kulit dan kelamin,Kanker Vagina,benjol berlebihan cairan encer pendarahan secara vagina,"['benjol', 'berlebihan', 'cairan', 'encer', 'pendarahan', 'secara', 'vagina']",<FreqDist with 7 samples and 7 outcomes>,"['benjol', 'cairan', 'encer', 'pendarahan', 'vagina']","['benjol', 'cair', 'encer', 'darah', 'vagina']"
371,kulit dan kelamin,Kanker Vulva,atau benjolan berasal bukan dan dari kemaluan kulit luka menstruasi nyeri pada pendarahan perubahan struktur warna yang,"['atau', 'benjolan', 'berasal', 'bukan', 'dan', 'dari', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pada', 'pendarahan', 'perubahan', 'struktur', 'warna', 'yang']",<FreqDist with 17 samples and 17 outcomes>,"['benjolan', 'berasal', 'kemaluan', 'kulit', 'luka', 'menstruasi', 'nyeri', 'pendarahan', 'perubahan', 'struktur', 'warna']","['benjol', 'asal', 'malu', 'kulit', 'luka', 'menstruasi', 'nyeri', 'darah', 'ubah', 'struktur', 'warna']"
372,kulit dan kelamin,Kapalan (Callus),atau bagian benjolan berbentuk bulat dan gesekan hitam kaki kerucut kulit menebal mengalami misalnya pada sering tangan tapak tekanan telapak yang,"['atau', 'bagian', 'benjolan', 'berbentuk', 'bulat', 'dan', 'gesekan', 'hitam', 'kaki', 'kerucut', 'kulit', 'menebal', 'mengalami', 'misalnya', 'pada', 'sering', 'tangan', 'tapak', 'tekanan', 'telapak', 'yang']",<FreqDist with 21 samples and 21 outcomes>,"['benjolan', 'berbentuk', 'bulat', 'gesekan', 'hitam', 'kaki', 'kerucut', 'kulit', 'menebal', 'mengalami', 'tangan', 'tapak', 'tekanan', 'telapak']","['benjol', 'bentuk', 'bulat', 'gesek', 'hitam', 'kaki', 'kerucut', 'kulit', 'tebal', 'alami', 'tangan', 'tapak', 'tekan', 'telapak']"
373,kulit dan kelamin,Karsinoma Sel Basal,benjolan cokelat dan kulit lesi pada putih,"['benjolan', 'cokelat', 'dan', 'kulit', 'lesi', 'pada', 'putih']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'cokelat', 'kulit', 'lesi', 'putih']","['benjol', 'cokelat', 'kulit', 'lesi', 'putih']"
374,kulit dan kelamin,Karsinoma Sel Skuamosa,berwarna keras kulit luka merah nodul pada perubahan seperti sisik terdapat,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'pada', 'perubahan', 'seperti', 'sisik', 'terdapat']",<FreqDist with 11 samples and 11 outcomes>,"['berwarna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'perubahan', 'sisik']","['warna', 'keras', 'kulit', 'luka', 'merah', 'nodul', 'ubah', 'sisik']"
375,kulit dan kelamin,Kelamin Ganda,besar dari klitoris menyerupai penis perut rongga sampai testis tidak turun yang,"['besar', 'dari', 'klitoris', 'menyerupai', 'penis', 'perut', 'rongga', 'sampai', 'testis', 'tidak', 'turun', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['klitoris', 'menyerupai', 'penis', 'perut', 'rongga', 'testis', 'turun']","['klitoris', 'rupa', 'penis', 'perut', 'rongga', 'testis', 'turun']"
376,kulit dan kelamin,Kencing Nanah (Gonore),air bengkak buah buang dan di kecil lubang penis saat sensasi terbakar zakar,"['air', 'bengkak', 'buah', 'buang', 'dan', 'di', 'kecil', 'lubang', 'penis', 'saat', 'sensasi', 'terbakar', 'zakar']",<FreqDist with 13 samples and 13 outcomes>,"['air', 'bengkak', 'buah', 'buang', 'lubang', 'penis', 'sensasi', 'terbakar', 'zakar']","['air', 'bengkak', 'buah', 'buang', 'lubang', 'penis', 'sensasi', 'bakar', 'zakar']"
377,kulit dan kelamin,Keputihan,berbau berubah dan keputihan sedap tidak warna,"['berbau', 'berubah', 'dan', 'keputihan', 'sedap', 'tidak', 'warna']",<FreqDist with 7 samples and 7 outcomes>,"['berbau', 'berubah', 'keputihan', 'sedap', 'warna']","['bau', 'ubah', 'putih', 'sedap', 'warna']"
378,kulit dan kelamin,Keratosis Pilaris,atau benjolan dan di gatal iritasi kemerahan kulit pada rasa sakit sedikit sekitar tanpa,"['atau', 'benjolan', 'dan', 'di', 'gatal', 'iritasi', 'kemerahan', 'kulit', 'pada', 'rasa', 'sakit', 'sedikit', 'sekitar', 'tanpa']",<FreqDist with 14 samples and 14 outcomes>,"['benjolan', 'gatal', 'iritasi', 'kemerahan', 'kulit']","['benjol', 'gatal', 'iritasi', 'merah', 'kulit']"
379,kulit dan kelamin,Keriput,dan di garis kulit lipatan munculnya terbentuk yang,"['dan', 'di', 'garis', 'kulit', 'lipatan', 'munculnya', 'terbentuk', 'yang']",<FreqDist with 8 samples and 8 outcomes>,"['garis', 'kulit', 'lipatan', 'munculnya', 'terbentuk']","['garis', 'kulit', 'lipat', 'muncul', 'bentuk']"
380,kulit dan kelamin,Ketiak Hitam,dan kulit menebal menggelap,"['dan', 'kulit', 'menebal', 'menggelap']",<FreqDist with 4 samples and 4 outcomes>,"['kulit', 'menebal', 'menggelap']","['kulit', 'tebal', 'gelap']"
381,kulit dan kelamin,Ketombe,berkerak gatal kepala kulit mati muncul serpihan,"['berkerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpihan']",<FreqDist with 7 samples and 7 outcomes>,"['berkerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpihan']","['kerak', 'gatal', 'kepala', 'kulit', 'mati', 'muncul', 'serpih']"
382,kulit dan kelamin,Kista Bartholin,benjolan dekat demam di lubang nyeri pada vagina,"['benjolan', 'dekat', 'demam', 'di', 'lubang', 'nyeri', 'pada', 'vagina']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'demam', 'lubang', 'nyeri', 'vagina']","['benjol', 'demam', 'lubang', 'nyeri', 'vagina']"
383,kulit dan kelamin,Kista Epidermoid,atau benjolan biasanya dibawah kecil kulit leher pada tubuh wajah,"['atau', 'benjolan', 'biasanya', 'dibawah', 'kecil', 'kulit', 'leher', 'pada', 'tubuh', 'wajah']",<FreqDist with 10 samples and 10 outcomes>,"['benjolan', 'dibawah', 'kulit', 'leher', 'tubuh', 'wajah']","['benjol', 'bawah', 'kulit', 'leher', 'tubuh', 'wajah']"
384,kulit dan kelamin,Kista Pilonidal,atau darah di kering kulit memerah nanah nyeri terbuka yang,"['atau', 'darah', 'di', 'kering', 'kulit', 'memerah', 'nanah', 'nyeri', 'terbuka', 'yang']",<FreqDist with 10 samples and 10 outcomes>,"['darah', 'kering', 'kulit', 'memerah', 'nanah', 'nyeri', 'terbuka']","['darah', 'kering', 'kulit', 'merah', 'nanah', 'nyeri', 'buka']"
385,kulit dan kelamin,Klamidia,air berbau berhubungan buang keputihan nyeri rasa saat seksual terbakar yang,"['air', 'berbau', 'berhubungan', 'buang', 'keputihan', 'nyeri', 'rasa', 'saat', 'seksual', 'terbakar', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'berbau', 'berhubungan', 'buang', 'keputihan', 'nyeri', 'seksual', 'terbakar']","['air', 'bau', 'hubung', 'buang', 'putih', 'nyeri', 'seksual', 'bakar']"
386,kulit dan kelamin,Komedo,benjolan di hitam kulit,"['benjolan', 'di', 'hitam', 'kulit']",<FreqDist with 4 samples and 4 outcomes>,"['benjolan', 'hitam', 'kulit']","['benjol', 'hitam', 'kulit']"
387,kulit dan kelamin,Komedo Putih (Whiteheads),bawah benjolan di kulit pori putih tertutup,"['bawah', 'benjolan', 'di', 'kulit', 'pori', 'putih', 'tertutup']",<FreqDist with 7 samples and 7 outcomes>,"['benjolan', 'kulit', 'pori', 'putih', 'tertutup']","['benjol', 'kulit', 'pori', 'putih', 'tutup']"
388,kulit dan kelamin,Kudis,bintik di gatal hari jerawat kulit malam parah ruam seperti terutama yang,"['bintik', 'di', 'gatal', 'hari', 'jerawat', 'kulit', 'malam', 'parah', 'ruam', 'seperti', 'terutama', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['bintik', 'gatal', 'jerawat', 'kulit', 'malam', 'parah', 'ruam']","['bintik', 'gatal', 'jerawat', 'kulit', 'malam', 'parah', 'ruam']"
389,kulit dan kelamin,Kulit Kepala Berkerak,berminyak di kemerahan kepala kerak kulit muncul tebal,"['berminyak', 'di', 'kemerahan', 'kepala', 'kerak', 'kulit', 'muncul', 'tebal']",<FreqDist with 8 samples and 8 outcomes>,"['berminyak', 'kemerahan', 'kepala', 'kerak', 'kulit', 'muncul', 'tebal']","['minyak', 'merah', 'kepala', 'kerak', 'kulit', 'muncul', 'tebal']"
390,kulit dan kelamin,Kurap,gatal ruam,"['gatal', 'ruam']",<FreqDist with 2 samples and 2 outcomes>,"['gatal', 'ruam']","['gatal', 'ruam']"
391,kulit dan kelamin,Kusta,bercak kebas kulit lesi mimisan pada rasa,"['bercak', 'kebas', 'kulit', 'lesi', 'mimisan', 'pada', 'rasa']",<FreqDist with 7 samples and 7 outcomes>,"['bercak', 'kebas', 'kulit', 'lesi', 'mimisan']","['bercak', 'kebas', 'kulit', 'lesi', 'mimisan']"
392,kulit dan kelamin,Kutil,benjolan berbintik berdaging dan kecil,"['benjolan', 'berbintik', 'berdaging', 'dan', 'kecil']",<FreqDist with 5 samples and 5 outcomes>,"['benjolan', 'berbintik', 'berdaging']","['benjol', 'bintik', 'daging']"
393,kulit dan kelamin,Kutil Kelamin,area benjolan berhubungan dan di gatal genital perdarahan saat seks,"['area', 'benjolan', 'berhubungan', 'dan', 'di', 'gatal', 'genital', 'perdarahan', 'saat', 'seks']",<FreqDist with 10 samples and 10 outcomes>,"['area', 'benjolan', 'berhubungan', 'gatal', 'genital', 'perdarahan', 'seks']","['area', 'benjol', 'hubung', 'gatal', 'genital', 'darah', 'seks']"
394,kulit dan kelamin,Kutu Kasur,bentol gatal kemerahan ruam,"['bentol', 'gatal', 'kemerahan', 'ruam']",<FreqDist with 4 samples and 4 outcomes>,"['bentol', 'gatal', 'kemerahan', 'ruam']","['bentol', 'gatal', 'merah', 'ruam']"
395,kulit dan kelamin,Kutu Kemaluan,area atau bagian bawah bercak bintik celana di gatal hitam kecil pada paha perut terkena,"['area', 'atau', 'bagian', 'bawah', 'bercak', 'bintik', 'celana', 'di', 'gatal', 'hitam', 'kecil', 'pada', 'paha', 'perut', 'terkena']",<FreqDist with 15 samples and 15 outcomes>,"['area', 'bercak', 'bintik', 'celana', 'gatal', 'hitam', 'paha', 'perut', 'terkena']","['area', 'bercak', 'bintik', 'celana', 'gatal', 'hitam', 'paha', 'perut', 'kena']"
396,kulit dan kelamin,Kutu Rambut,ada bahu benjolan bergerak dan di gatal kepala kulit leher menerus merah terasa terus yang,"['ada', 'bahu', 'benjolan', 'bergerak', 'dan', 'di', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah', 'terasa', 'terus', 'yang']",<FreqDist with 15 samples and 15 outcomes>,"['bahu', 'benjolan', 'bergerak', 'gatal', 'kepala', 'kulit', 'leher', 'menerus', 'merah']","['bahu', 'benjol', 'gerak', 'gatal', 'kepala', 'kulit', 'leher', 'terus', 'merah']"
397,kulit dan kelamin,Lentigo,atas atau bagian bahu berbentuk bertahun berwarna biasanya bintik cokelat dan datar hitam kaki kulit matahari memiliki muncul oval pada permukaan punggung selama seperti sering sinar tahun tangan terkena timbul wajah yang,"['atas', 'atau', 'bagian', 'bahu', 'berbentuk', 'bertahun', 'berwarna', 'biasanya', 'bintik', 'cokelat', 'dan', 'datar', 'hitam', 'kaki', 'kulit', 'matahari', 'memiliki', 'muncul', 'oval', 'pada', 'permukaan', 'punggung', 'selama', 'seperti', 'sering', 'sinar', 'tahun', 'tangan', 'terkena', 'timbul', 'wajah', 'yang']",<FreqDist with 32 samples and 32 outcomes>,"['bahu', 'berbentuk', 'bertahun', 'berwarna', 'bintik', 'cokelat', 'datar', 'hitam', 'kaki', 'kulit', 'matahari', 'memiliki', 'muncul', 'oval', 'permukaan', 'punggung', 'sinar', 'tangan', 'terkena', 'timbul', 'wajah']","['bahu', 'bentuk', 'tahun', 'warna', 'bintik', 'cokelat', 'datar', 'hitam', 'kaki', 'kulit', 'matahari', 'milik', 'muncul', 'oval', 'muka', 'punggung', 'sinar', 'tangan', 'kena', 'timbul', 'wajah']"
398,kulit dan kelamin,Lichen Planus,area atau benjolan bercak berwarna dengan di gatal kemerahan mulut pada permukaan putih rata ruam ungu,"['area', 'atau', 'benjolan', 'bercak', 'berwarna', 'dengan', 'di', 'gatal', 'kemerahan', 'mulut', 'pada', 'permukaan', 'putih', 'rata', 'ruam', 'ungu']",<FreqDist with 16 samples and 16 outcomes>,"['area', 'benjolan', 'bercak', 'berwarna', 'gatal', 'kemerahan', 'mulut', 'permukaan', 'putih', 'ruam', 'ungu']","['area', 'benjol', 'bercak', 'warna', 'gatal', 'merah', 'mulut', 'muka', 'putih', 'ruam', 'ungu']"
399,kulit dan kelamin,Lichen Sclerosus,air bercak buang di gatal kelamin kulit muncul putih saat sakit,"['air', 'bercak', 'buang', 'di', 'gatal', 'kelamin', 'kulit', 'muncul', 'putih', 'saat', 'sakit']",<FreqDist with 11 samples and 11 outcomes>,"['air', 'bercak', 'buang', 'gatal', 'kelamin', 'kulit', 'muncul', 'putih']","['air', 'bercak', 'buang', 'gatal', 'kelamin', 'kulit', 'muncul', 'putih']"
400,kulit dan kelamin,Lingkaran Hitam di Mata (Mata Panda),atau bagian bawah gelap keunguan mata menjadi,"['atau', 'bagian', 'bawah', 'gelap', 'keunguan', 'mata', 'menjadi']",<FreqDist with 7 samples and 7 outcomes>,"['gelap', 'keunguan', 'mata']","['gelap', 'ungu', 'mata']"
401,kulit dan kelamin,Lipoma,bawah benjolan bergerak di ditekan jika kulit lunak mudah,"['bawah', 'benjolan', 'bergerak', 'di', 'ditekan', 'jika', 'kulit', 'lunak', 'mudah']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'bergerak', 'ditekan', 'kulit', 'lunak', 'mudah']","['benjol', 'gerak', 'tekan', 'kulit', 'lunak', 'mudah']"
402,kulit dan kelamin,Luka Bakar,bengkak kemerahan kulit lepuh,"['bengkak', 'kemerahan', 'kulit', 'lepuh']",<FreqDist with 4 samples and 4 outcomes>,"['bengkak', 'kemerahan', 'kulit', 'lepuh']","['bengkak', 'merah', 'kulit', 'lepuh']"
403,kulit dan kelamin,Lymphogranuloma Venereum,alat area bengkak kecil kelamin kulit luka pada paha pangkal pria rasa sakit sekitar tanpa,"['alat', 'area', 'bengkak', 'kecil', 'kelamin', 'kulit', 'luka', 'pada', 'paha', 'pangkal', 'pria', 'rasa', 'sakit', 'sekitar', 'tanpa']",<FreqDist with 15 samples and 15 outcomes>,"['alat', 'area', 'bengkak', 'kelamin', 'kulit', 'luka', 'paha', 'pangkal', 'pria']","['alat', 'area', 'bengkak', 'kelamin', 'kulit', 'luka', 'paha', 'pangkal', 'pria']"
404,kulit dan kelamin,Mata Ikan,benjolan kaki kulit menebal nyeri pada teraba terasa,"['benjolan', 'kaki', 'kulit', 'menebal', 'nyeri', 'pada', 'teraba', 'terasa']",<FreqDist with 8 samples and 8 outcomes>,"['benjolan', 'kaki', 'kulit', 'menebal', 'nyeri', 'teraba']","['benjol', 'kaki', 'kulit', 'tebal', 'nyeri', 'aba']"
405,kulit dan kelamin,Memar,atau berwarna biru kemerahan lebam nyeri tekan ungu,"['atau', 'berwarna', 'biru', 'kemerahan', 'lebam', 'nyeri', 'tekan', 'ungu']",<FreqDist with 8 samples and 8 outcomes>,"['berwarna', 'biru', 'kemerahan', 'lebam', 'nyeri', 'tekan', 'ungu']","['warna', 'biru', 'merah', 'lebam', 'nyeri', 'tekan', 'ungu']"
406,kulit dan kelamin,Milia,benjolan dagu dan di hidung kecil pipi putih sekitar,"['benjolan', 'dagu', 'dan', 'di', 'hidung', 'kecil', 'pipi', 'putih', 'sekitar']",<FreqDist with 9 samples and 9 outcomes>,"['benjolan', 'dagu', 'hidung', 'pipi', 'putih']","['benjol', 'dagu', 'hidung', 'pipi', 'putih']"
407,kulit dan kelamin,Molluscum contagiosum,berbentuk berukuran bintil bulat dan di kecil kulit,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'dan', 'di', 'kecil', 'kulit']",<FreqDist with 8 samples and 8 outcomes>,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'kulit']","['bentuk', 'ukur', 'bintil', 'bulat', 'kulit']"
408,kulit dan kelamin,Molluscum contagiosum,berbentuk berukuran bintil bulat dan di kecil kulit,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'dan', 'di', 'kecil', 'kulit']",<FreqDist with 8 samples and 8 outcomes>,"['berbentuk', 'berukuran', 'bintil', 'bulat', 'kulit']","['bentuk', 'ukur', 'bintil', 'bulat', 'kulit']"
409,kulit dan kelamin,Neurodermatitis,atau bersisik dan gatal kasar kemerahan kulit ruam tekstur,"['atau', 'bersisik', 'dan', 'gatal', 'kasar', 'kemerahan', 'kulit', 'ruam', 'tekstur']",<FreqDist with 9 samples and 9 outcomes>,"['bersisik', 'gatal', 'kasar', 'kemerahan', 'kulit', 'ruam', 'tekstur']","['sisik', 'gatal', 'kasar', 'merah', 'kulit', 'ruam', 'tekstur']"
410,kulit dan kelamin,Parafimosis,atau bengkak berwarna biru dan dapat gelap ke kembali kulup merah normal penis posisi sakit terasa tidak ujung,"['atau', 'bengkak', 'berwarna', 'biru', 'dan', 'dapat', 'gelap', 'ke', 'kembali', 'kulup', 'merah', 'normal', 'penis', 'posisi', 'sakit', 'terasa', 'tidak', 'ujung']",<FreqDist with 18 samples and 18 outcomes>,"['bengkak', 'berwarna', 'biru', 'gelap', 'kulup', 'merah', 'normal', 'penis', 'posisi', 'ujung']","['bengkak', 'warna', 'biru', 'gelap', 'kulup', 'merah', 'normal', 'penis', 'posisi', 'ujung']"
411,kulit dan kelamin,Paronikia,area bengkak bernanah dan di kuku nyeri,"['area', 'bengkak', 'bernanah', 'dan', 'di', 'kuku', 'nyeri']",<FreqDist with 7 samples and 7 outcomes>,"['area', 'bengkak', 'bernanah', 'kuku', 'nyeri']","['area', 'bengkak', 'nanah', 'kuku', 'nyeri']"
412,kulit dan kelamin,Pemfigoid Bulosa,berisi besar dan gatal kemerahan kulit lepuhan nanah nyeri pecah sulit yang,"['berisi', 'besar', 'dan', 'gatal', 'kemerahan', 'kulit', 'lepuhan', 'nanah', 'nyeri', 'pecah', 'sulit', 'yang']",<FreqDist with 12 samples and 12 outcomes>,"['berisi', 'gatal', 'kemerahan', 'kulit', 'lepuhan', 'nanah', 'nyeri', 'pecah', 'sulit']","['isi', 'gatal', 'merah', 'kulit', 'lepuh', 'nanah', 'nyeri', 'pecah', 'sulit']"
413,kulit dan kelamin,Pemfigus,di kulit lepuhan muncul,"['di', 'kulit', 'lepuhan', 'muncul']",<FreqDist with 4 samples and 4 outcomes>,"['kulit', 'lepuhan', 'muncul']","['kulit', 'lepuh', 'muncul']"
414,kulit dan kelamin,Penyakit Menular Seksual,alat atau benjolan berhubungan cairan dari intim kelamin keluar luka nyeri saat,"['alat', 'atau', 'benjolan', 'berhubungan', 'cairan', 'dari', 'intim', 'kelamin', 'keluar', 'luka', 'nyeri', 'saat']",<FreqDist with 12 samples and 12 outcomes>,"['alat', 'benjolan', 'berhubungan', 'cairan', 'intim', 'kelamin', 'luka', 'nyeri']","['alat', 'benjol', 'hubung', 'cair', 'intim', 'kelamin', 'luka', 'nyeri']"
415,kulit dan kelamin,Pityriasis Alba,atau bentuk beraturan bercak oval putih tidak,"['atau', 'bentuk', 'beraturan', 'bercak', 'oval', 'putih', 'tidak']",<FreqDist with 7 samples and 7 outcomes>,"['bentuk', 'beraturan', 'bercak', 'oval', 'putih']","['bentuk', 'atur', 'bercak', 'oval', 'putih']"
416,kulit dan kelamin,Pityriasis Rosea,berbentuk dada dan di gatal kaki lengan oval punggung ruam serta,"['berbentuk', 'dada', 'dan', 'di', 'gatal', 'kaki', 'lengan', 'oval', 'punggung', 'ruam', 'serta']",<FreqDist with 11 samples and 11 outcomes>,"['berbentuk', 'dada', 'gatal', 'kaki', 'lengan', 'oval', 'punggung', 'ruam']","['bentuk', 'dada', 'gatal', 'kaki', 'lengan', 'oval', 'punggung', 'ruam']"
417,kulit dan kelamin,Pori-pori Besar,area dagu dahi dan hidung membesar pada pori seperti  tampak wajah,"['area', 'dagu', 'dahi', 'dan', 'hidung', 'membesar', 'pada', 'pori', 'seperti', 'tampak', 'wajah']",<FreqDist with 11 samples and 11 outcomes>,"['area', 'dagu', 'dahi', 'hidung', 'membesar', 'pori', 'wajah']","['area', 'dagu', 'dahi', 'hidung', 'besar', 'pori', 'wajah']"
418,kulit dan kelamin,Priapismus,batang dari empat ereksi jam kaku lebih nyeri pada penis yang,"['batang', 'dari', 'empat', 'ereksi', 'jam', 'kaku', 'lebih', 'nyeri', 'pada', 'penis', 'yang']",<FreqDist with 11 samples and 11 outcomes>,"['batang', 'ereksi', 'jam', 'kaku', 'nyeri', 'penis']","['batang', 'ereksi', 'jam', 'kaku', 'nyeri', 'penis']"
419,kulit dan kelamin,Prostatitis,bab berkemih dan di nyeri penis saat,"['bab', 'berkemih', 'dan', 'di', 'nyeri', 'penis', 'saat']",<FreqDist with 7 samples and 7 outcomes>,"['bab', 'berkemih', 'nyeri', 'penis']","['bab', 'kemih', 'nyeri', 'penis']"
420,kulit dan kelamin,Psoriasis,bercak bersisik gatal kemerahan kulit,"['bercak', 'bersisik', 'gatal', 'kemerahan', 'kulit']",<FreqDist with 5 samples and 5 outcomes>,"['bercak', 'bersisik', 'gatal', 'kemerahan', 'kulit']","['bercak', 'sisik', 'gatal', 'merah', 'kulit']"
